id,institution,level_of_studies,main_campus,waste_type,avail_resp_short,avail_resp_long,wtw_resp_short,wtw_resp_long,wtw_resp_nr
29,ETH Zurich,BSc,ETH Zentrum,liquids,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
29,ETH Zurich,BSc,ETH Zentrum,cartridges,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
29,ETH Zurich,BSc,ETH Zentrum,coffee_capsules,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
29,ETH Zurich,BSc,ETH Zentrum,textiles,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
30,Prefer not to say,BSc,Other,organic,nu,I do not know any and I would not use it.,sb,Within the same building,1
30,Prefer not to say,BSc,Other,pet,cb,I know where a bin is located nearby.,nb,The building next door,2
30,Prefer not to say,BSc,Other,plastics,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
30,Prefer not to say,BSc,Other,paper,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
30,Prefer not to say,BSc,Other,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
30,Prefer not to say,BSc,Other,glass,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
30,Prefer not to say,BSc,Other,batteries,nu,I do not know any and I would not use it.,oc,"Off campus (e.g., to municipal collections)",5
30,Prefer not to say,BSc,Other,electronic,ebw,I know it exists but I am not sure where.,cr,In the room I am currently in,0
30,Prefer not to say,BSc,Other,storage_media,nu,I do not know any and I would not use it.,oc,"Off campus (e.g., to municipal collections)",5
30,Prefer not to say,BSc,Other,metal,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
30,Prefer not to say,BSc,Other,wood,ebw,I know it exists but I am not sure where.,cr,In the room I am currently in,0
30,Prefer not to say,BSc,Other,cartridges,nu,I do not know any and I would not use it.,oc,"Off campus (e.g., to municipal collections)",5
30,Prefer not to say,BSc,Other,coffee_capsules,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
30,Prefer not to say,BSc,Other,textiles,nu,I do not know any and I would not use it.,oc,"Off campus (e.g., to municipal collections)",5
31,ETH Zurich,BSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
31,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,nb,The building next door,2
31,ETH Zurich,BSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
31,ETH Zurich,BSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
31,ETH Zurich,BSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,nb,The building next door,2
31,ETH Zurich,BSc,ETH Zentrum,glass,ebw,I know it exists but I am not sure where.,nb,The building next door,2
31,ETH Zurich,BSc,ETH Zentrum,batteries,nu,I do not know any and I would not use it.,nb,The building next door,2
31,ETH Zurich,BSc,ETH Zentrum,electronic,nu,I do not know any and I would not use it.,nb,The building next door,2
31,ETH Zurich,BSc,ETH Zentrum,storage_media,noa,No answer,nb,The building next door,2
31,ETH Zurich,BSc,ETH Zentrum,metal,noa,No answer,nb,The building next door,2
31,ETH Zurich,BSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
31,ETH Zurich,BSc,ETH Zentrum,liquids,noa,No answer,sb,Within the same building,1
31,ETH Zurich,BSc,ETH Zentrum,cartridges,noa,No answer,sb,Within the same building,1
31,ETH Zurich,BSc,ETH Zentrum,coffee_capsules,nu,I do not know any and I would not use it.,cr,In the room I am currently in,0
31,ETH Zurich,BSc,ETH Zentrum,textiles,cb,I know where a bin is located nearby.,nb,The building next door,2
32,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
32,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
32,ETH Zurich,MSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
32,ETH Zurich,MSc,ETH Zentrum,glass,cb,I know where a bin is located nearby.,nb,The building next door,2
33,ETH Zurich,BSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
33,ETH Zurich,BSc,ETH Zentrum,pet,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
33,ETH Zurich,BSc,ETH Zentrum,plastics,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
33,ETH Zurich,BSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
33,ETH Zurich,BSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
33,ETH Zurich,BSc,ETH Zentrum,glass,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
33,ETH Zurich,BSc,ETH Zentrum,batteries,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
33,ETH Zurich,BSc,ETH Zentrum,electronic,ebw,I know it exists but I am not sure where.,oc,"Off campus (e.g., to municipal collections)",5
33,ETH Zurich,BSc,ETH Zentrum,storage_media,noa,No answer,nb,The building next door,2
33,ETH Zurich,BSc,ETH Zentrum,metal,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
33,ETH Zurich,BSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
33,ETH Zurich,BSc,ETH Zentrum,liquids,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
33,ETH Zurich,BSc,ETH Zentrum,cartridges,nu,I do not know any and I would not use it.,oc,"Off campus (e.g., to municipal collections)",5
33,ETH Zurich,BSc,ETH Zentrum,coffee_capsules,nu,I do not know any and I would not use it.,nb,The building next door,2
33,ETH Zurich,BSc,ETH Zentrum,textiles,nu,I do not know any and I would not use it.,oc,"Off campus (e.g., to municipal collections)",5
34,ETH Zurich,BSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
34,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
34,ETH Zurich,BSc,ETH Zentrum,plastics,nu,I do not know any and I would not use it.,sb,Within the same building,1
34,ETH Zurich,BSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
34,ETH Zurich,BSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
34,ETH Zurich,BSc,ETH Zentrum,glass,cb,I know where a bin is located nearby.,sb,Within the same building,1
34,ETH Zurich,BSc,ETH Zentrum,batteries,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
34,ETH Zurich,BSc,ETH Zentrum,electronic,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
34,ETH Zurich,BSc,ETH Zentrum,storage_media,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
34,ETH Zurich,BSc,ETH Zentrum,metal,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
34,ETH Zurich,BSc,ETH Zentrum,wood,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
34,ETH Zurich,BSc,ETH Zentrum,liquids,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
34,ETH Zurich,BSc,ETH Zentrum,cartridges,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
34,ETH Zurich,BSc,ETH Zentrum,coffee_capsules,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
34,ETH Zurich,BSc,ETH Zentrum,textiles,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,organic,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
35,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
35,ETH Zurich,BSc,ETH Zentrum,plastics,nu,I do not know any and I would not use it.,cr,In the room I am currently in,0
35,ETH Zurich,BSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
35,ETH Zurich,BSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,nb,The building next door,2
35,ETH Zurich,BSc,ETH Zentrum,glass,cb,I know where a bin is located nearby.,nb,The building next door,2
35,ETH Zurich,BSc,ETH Zentrum,batteries,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,electronic,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,storage_media,nu,I do not know any and I would not use it.,nb,The building next door,2
35,ETH Zurich,BSc,ETH Zentrum,metal,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,wood,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,liquids,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,cartridges,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,coffee_capsules,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
35,ETH Zurich,BSc,ETH Zentrum,textiles,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
36,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,alu_cans,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,glass,cb,I know where a bin is located nearby.,nb,The building next door,2
36,ETH Zurich,MSc,ETH Zentrum,batteries,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
36,ETH Zurich,MSc,ETH Zentrum,electronic,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
36,ETH Zurich,MSc,ETH Zentrum,storage_media,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
36,ETH Zurich,MSc,ETH Zentrum,metal,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,liquids,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
36,ETH Zurich,MSc,ETH Zentrum,cartridges,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
36,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
36,ETH Zurich,MSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
37,ETH Zurich,BSc,ETH Zentrum,organic,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
37,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
37,ETH Zurich,BSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
37,ETH Zurich,BSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
37,ETH Zurich,BSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
37,ETH Zurich,BSc,ETH Zentrum,glass,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
37,ETH Zurich,BSc,ETH Zentrum,batteries,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
37,ETH Zurich,BSc,ETH Zentrum,electronic,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
37,ETH Zurich,BSc,ETH Zentrum,metal,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
37,ETH Zurich,BSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
38,ETH Zurich,MSc,ETH Zentrum,organic,cb,I know where a bin is located nearby.,sb,Within the same building,1
38,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
38,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
38,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
38,ETH Zurich,MSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
38,ETH Zurich,MSc,ETH Zentrum,glass,cb,I know where a bin is located nearby.,nb,The building next door,2
38,ETH Zurich,MSc,ETH Zentrum,batteries,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
38,ETH Zurich,MSc,ETH Zentrum,electronic,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
39,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
39,ETH Zurich,BSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
39,ETH Zurich,BSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
39,ETH Zurich,BSc,ETH Zentrum,glass,nu,I do not know any and I would not use it.,oc,"Off campus (e.g., to municipal collections)",5
40,ETH Zurich,MSc,ETH Zentrum,organic,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
40,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
40,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
40,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
40,ETH Zurich,MSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
40,ETH Zurich,MSc,ETH Zentrum,glass,ebw,I know it exists but I am not sure where.,nb,The building next door,2
40,ETH Zurich,MSc,ETH Zentrum,batteries,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
40,ETH Zurich,MSc,ETH Zentrum,electronic,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
40,ETH Zurich,MSc,ETH Zentrum,storage_media,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
40,ETH Zurich,MSc,ETH Zentrum,metal,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
40,ETH Zurich,MSc,ETH Zentrum,wood,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
40,ETH Zurich,MSc,ETH Zentrum,liquids,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
40,ETH Zurich,MSc,ETH Zentrum,cartridges,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
40,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
40,ETH Zurich,MSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
41,ETH Zurich,BSc,ETH Zentrum,organic,ebw,I know it exists but I am not sure where.,cr,In the room I am currently in,0
41,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
41,ETH Zurich,BSc,ETH Zentrum,plastics,nu,I do not know any and I would not use it.,cr,In the room I am currently in,0
41,ETH Zurich,BSc,ETH Zentrum,paper,nu,I do not know any and I would not use it.,cr,In the room I am currently in,0
41,ETH Zurich,BSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
41,ETH Zurich,BSc,ETH Zentrum,glass,nu,I do not know any and I would not use it.,sb,Within the same building,1
41,ETH Zurich,BSc,ETH Zentrum,batteries,noa,No answer,oc,"Off campus (e.g., to municipal collections)",5
41,ETH Zurich,BSc,ETH Zentrum,electronic,noa,No answer,oc,"Off campus (e.g., to municipal collections)",5
41,ETH Zurich,BSc,ETH Zentrum,storage_media,noa,No answer,oc,"Off campus (e.g., to municipal collections)",5
41,ETH Zurich,BSc,ETH Zentrum,metal,noa,No answer,oc,"Off campus (e.g., to municipal collections)",5
41,ETH Zurich,BSc,ETH Zentrum,wood,noa,No answer,oc,"Off campus (e.g., to municipal collections)",5
41,ETH Zurich,BSc,ETH Zentrum,liquids,noa,No answer,oc,"Off campus (e.g., to municipal collections)",5
42,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
42,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
42,ETH Zurich,MSc,ETH Zentrum,plastics,nu,I do not know any and I would not use it.,sb,Within the same building,1
42,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
42,ETH Zurich,MSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
42,ETH Zurich,MSc,ETH Zentrum,glass,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
42,ETH Zurich,MSc,ETH Zentrum,batteries,cb,I know where a bin is located nearby.,nb,The building next door,2
42,ETH Zurich,MSc,ETH Zentrum,electronic,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
42,ETH Zurich,MSc,ETH Zentrum,storage_media,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
42,ETH Zurich,MSc,ETH Zentrum,metal,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
42,ETH Zurich,MSc,ETH Zentrum,wood,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
42,ETH Zurich,MSc,ETH Zentrum,liquids,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
42,ETH Zurich,MSc,ETH Zentrum,cartridges,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
42,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,cb,I know where a bin is located nearby.,nb,The building next door,2
42,ETH Zurich,MSc,ETH Zentrum,textiles,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
43,ETH Zurich,BSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
43,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
43,ETH Zurich,BSc,ETH Zentrum,plastics,cb,I know where a bin is located nearby.,sb,Within the same building,1
43,ETH Zurich,BSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
43,ETH Zurich,BSc,ETH Zentrum,alu_cans,nu,I do not know any and I would not use it.,nb,The building next door,2
43,ETH Zurich,BSc,ETH Zentrum,glass,cb,I know where a bin is located nearby.,nb,The building next door,2
43,ETH Zurich,BSc,ETH Zentrum,batteries,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
44,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
44,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
44,ETH Zurich,MSc,ETH Zentrum,plastics,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
44,ETH Zurich,MSc,ETH Zentrum,paper,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
44,ETH Zurich,MSc,ETH Zentrum,alu_cans,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
44,ETH Zurich,MSc,ETH Zentrum,glass,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
44,ETH Zurich,MSc,ETH Zentrum,batteries,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,electronic,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,storage_media,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,metal,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,liquids,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,cartridges,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
44,ETH Zurich,MSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
